cas;chem;use;sum;mol;state;vap
CAS-number :;5-chloro-2-(4-chloro-2-(3-(3,4-dichlorophenyl)ureido)-;0;0;0;0;0
10124-37-5;Calcium(II) nitrate;0;N2O6.Ca;164.1;0;0
615-74-7;6-Chloro-3-cresol;0;C7H7ClO;0;0;0
3380-34-5;5-Chloro-2-(2,4-dichlorophenoxy) phenol;0;C12H7Cl3O2;0;0;0
CAS-number :;5-chloro-3-(1,5-dihydroxy-2-naphthylazo)-2-hydroxy;0;0;0;0;0
0;Chloromethylaniline;0;0;0;0;0
0;0;0;0;0;0;0
0;4-chloro-1-nitro-2-(trifluoromethyl)benzene;0;0;0;0;0
0;4-chlorophenyl-3-iodo-2-propynyloxymethyl-ether;0;0;0;0;0
109-09-1;2-chloropyridine;0;C5H4ClN;0;0;0
95-49-8;2-chlorotoluene;Solvent and intermediate for organic chemicals and dyes.;C7H7Cl;126.58;Flammable liquid.;2.7 
0;2-chloro-1-(2,4,5-trichlorophenyl)vinyl dimethyl phosphate;0;0;0;0;0
76-83-5;Chlorotriphenylmethane;0;C19H15Cl;0;0;0
1308-38-9;Chromium(3+) oxide;0;Cr2O3;152;0;0
0;2-cumenyl methyl carbamate;0;0;0;0;0
461-58-5;1-Cyanoguanidine;0;C2H4N4;0;0;0
0;1,2-cyclohexane dicarboxylic acid;0;0;0;0;0
0;1,2-cyclohexane dicarboxylic anhydride;0;0;0;0;0
88-98-2;4-cyclohexene-1,2-dicarboxylic acid;0;C8H10O4;0;0;0
1502-22-3;2-(1-cyclohexene-1-yl)-1-cyclohexanone;0;0;0;0;0
7705-08-0;Ferric chloride;Used as a coagulant for sewage and industrial wastes, as an;Cl3Fe;162.2;Brown crystals, soluble in water, alcohol and glycerol.;0
8065-75-6;Aerozine-50 *;Rocket fuel.;0;0;0;0
56-41-7;Alanine;0;C3H7NO2;89.09;0;0
1596-84-5;Mono(2,2-dimethylhydrazide) succinic acid;A plant growth regulator currently being used on a;C6H12N2O3;160.2;0;0
1163-19-5;Decabromodiphenyl ether;0;0;0;0;0
CAS-number :;4,4'-diamino-5,5'-dichloro-3,3'-biphenyl;0;0;0;0;0
103-50-4;Dibenzylether;0;C14H14O;0;0;0
3229-00-3;1,3-Dibromo-2,2-bis(bromomethyl)propane;0;C5H8Br4;0;0;0
96-12-8;1,2-Dibromo-3-chloropropane;"Soil fumigant; nematocide; intermediate in organic synthesis; LW";C3H5Br2Cl;Amber to dark brown liquid.;Amber to dark brown liquid.;0.8 
30171-80-3;Dibromocresyl glycidyl ether;0;C10H10Br2O2;0;0;0
4101-68-2;1,10-Dibromodecane;0;C10H20Br2;0;0;0
526-78-3;2,3-Dibromosuccinic acid;0;C4H4Br2O4;0;0;0
0;2,2'-di-tert-butyl-4,4'-dimethyl-6,6'-methylenediphenol;0;0;0;0;0
77-58-7;Dibutyl tin dilaurate;0;C32H64O4Sn;0;0;0.4 
818-08-6;Dibutyl tin oxide;0;C8H18OSn;0;0;0
83-38-5;2,6-dichlorobenzaldehyde;0;C7H4Cl2O;0;0;0
91-94-1;3,3'-dichlorobenzidine;0;C12H10Cl2N2;253.13;0;0.0000004 
591-87-7;Allylacetate;0;CH3COOCH2CH=CH2 C5H8O2 (EINECS form);100.11;0;0
50-30-6;2,6-Dichlorobenzoic acid;0;C7H4Cl2O2;0;0;0
51-44-5;3,4-Dichlorobenzoic acid;0;C7H4Cl2O2;0;0;0
15258-73-8;2,6-dichlorobenzyl alcohol;0;0;0;0;0
0;3,4-dichlorobenzyl alcohol;0;0;0;0;0
102-47-6;3,4-dichlorobenzyl chloride;0;C7H5Cl3;0;0;0
64037-54-3 ;3,4-Dichlorobutene;0;0;0;0;0
75-71-8;Dichloro difluoro methane;Aerosol propellant (forbidden in Sweden 1979), cooling medium,;CCl2F2;120.91;0;0
620-95-1;3-(phenylmethyl)pyridine;0;C12H11N;0;0;0
0;2,2'-dichloro-4,4'-methylene dianiline;0;0;0;0;0
0;4,4'-dichloro-2,2'-methylenediphenol;0;0;0;0;0
0;4,5-dichloronaphthalene-1,8-dicarboxylic anhydride;0;0;0;0;0
2050-76-2;2,4-Dichloro-1-naphthol;0;C10H6Cl2O;0;0;0
99-54-7;1,2-dichloro-4-nitrobenzene;0;C6H3Cl2NO2;0;0;0
609-89-2;2,4-Dichloro-6-nitrophenol;0;C6H3Cl2NO3;0;0;0
576-24-9;2,3-Dichlorophenol;0;C6H4Cl2O;163;0;0
95-77-2;3,4-dichlorophenol;0;C6H4Cl2O;0;0;0
591-35-5;3,5-Dichlorophenol;0;C6H4Cl2O;0;0;0
0;N'-(3,4-dichlorophenyl)-N-methoxy-N-methyl urea;0;0;0;0;0
26638-19-7;Dichloropropane;0;0;0;0;0
623-26-7;1,4-Dicyano benzene;0;C8H4N2;0;0;0
538-75-0;Dicyclohexylcarbodiimide;0;C13H22N2;0;0;0
1212-29-9;N,N'-dicyclohexyl thiourea;0;0;0;0;0
2387-23-7;N,N'-dicyclohexylurea;0;C13H24N2O;0;0;0
7440-44-0;Carbon;0;C;12.01;0;0
134-62-3;N,N-diethyl-3-toluamide;0;C12H17NO;0;0;0
67-45-8;Furazolidone;0;C8H7N3O5;0;0;0
0;0;0;0;0;0;0
544-01-4;Diisopentyl ether;0;C10H22O;0;0;0
95-64-7;3,4-dimethylaniline;0;C8H11N;121.2;Solid.;0.022 
1317-38-0;Copper oxide;0;CuO;0;0;0
69-65-8;D-mannitol;0;C6H14O6;0;0;0
0;3,3'-dimethyl-N,N'-bis(3-oxobutyl)benzidine;0;0;0;0;0
67-68-5;Dimethyl sulfoxide;Solvent.;C2H6OS;0;0;0
57-06-7;Allylisothiocyanate;"Fumigant; ointments and mustard plasters; military poison";CH2=CHCH2NCS C4H5NS;99.15;0;1
0;p-aminoacetanilide;"Intermediated; azo dyes.";0;Colourless or reddish crystals.;Colourless or reddish crystals.;0
56-40-6;Aminoacetic acid;Stabilizing agent in photoprocessing. ;H2NCH2COOH C2H5NO2;75.07;Crystalline.;0
934-32-7;2-aminobenzimidazole;In photographic industry as an antifoggant.;C7H7N3;133.15;0;0
99-05-8;m-aminobenzoic acid;0;C7H7NO2;137.13;0;0
150-13-0;p-Aminobenzoic acid;0;C7H7NO2;137.13;0;0
98-16-8;m-aminobenzotrifluoride;Pharmaceutical intermediate.;C7H6F3N;161.13;Colourless to oily yellow liquid.;0
CAS-number :;3-(2-(3,5-dimethyl-2-oxo-1-cyclohexyl)-;0;0;0;0;0
504-03-0;2,6-Dimethyl piperidine;0;C7H15N;0;0;0
37226-28-1;Essolvene;0;0;0;0;0
16091-18-2;Dioctyl tin maleate;0;0;0;0;0
0;Diphenylmethyl 2-chloroethyl ether;0;0;0;0;0
76-93-7;2,2'-Diphenyl-2-hydroxy acetic acid;0;C14H12O3;0;0;0
0;Dipotassium 7-hydroxy-1,3-naphthalenedisulfonate;0;0;0;0;0
0;Dipropyl-2,5-pyridine dicarboxylate;0;0;0;0;0
0;Disodium 4,4'-diamino-2,2'-stylben disulfonate;0;0;0;0;0
0;Disodium 2,2'-methylenedinaphthalenedisulfonate;0;0;0;0;0
135-51-3;Disodium-2-naphthol-3,6-disulfonate;0;C10H8O7S2.2Na;0;0;0
10319-14-9;Disperse Yellow 64;0;0;0;0;0
0;Disperse Blue 143;0;0;0;0;0
CAS-number :;2-(2,4-di-tert-pentylphenoxy)-4'-(heptafluoro;0;0;0;0;0
0;4-ethoxy aniline;0;0;0;0;0
0;p-aminodiethylanilinehydrochloride;Colour photography.;0;0;0;0
609-86-9;2-Amino-3,5-diiodobenzoic acid;0;C7H5I2NO2;0;0;0
99-98-9;p-aminodimethylaniline;"Base for production of methyleneblue; photodeveloper;";C8H12N2;Colourless, asbestos-like needles.;Colourless, asbestos-like needles.;0
95-55-6;o-aminophenol;0;C6H7NO;109.12;0;0
0;Aminophenolsulfonic acid;0;0;0;0;0
0;Ammoniumoxalate;Analytical chemistry, safety explosives.;0;Colourless crystals.;Colourless crystals.;0
6032-29-7;2-Pentanol;0;CH3(CH2)2CHOHCH3 C5H12O;88.15;0;0
939-23-1;4-phenylpyridine;0;C11H9N;0;0;0
57353-42-1;Flamprop-isopropyl;Active ingredient in herbicides.;0;0;0;0
0;9-fluorenehyperoxide;0;0;0;0;0
486-25-9;9-Fluorenone;0;C13H8O ;0;0;0
640-19-7;Fluoroacetamide;rotencide;C2H4FNO;0;0;0
2540-82-1;Formothion;insecticide, acaricide;C6H12NO4PS2;0;0;0
2310-17-0;Fosalone;0;C12H15ClNO4PS2;0;0;0
105-75-9;Dibutylfumarate;0;C12H20O4;0;0;0
0;Ethanediol montanic acid ester;0;0;0;0;0
0;S-(alpha-(ethoxycarbonyl)benzyl) 0,0'-dimethylthiophosphate;0;0;0;0;0
0;N-ethyl-1-aminonaphthalene;0;0;0;0;0
0;Ethyl 4,4'-dichloro-alpha-hydroxydiphenylacetate;0;0;0;0;0
16219-75-3;5-ethylidene-2-norbornene;0;0;0;0;0
612-22-6;2-Ethylnitrobenzene;0;C8H9NO2;0;0;0
622-57-1;N-Ethyl-p-toluidine;0;C9H13N;0;0;0
0;Fluorescent 260;0;0;0;0;0
93-55-0;Propiophenone;0;C9H10O;0;0;0
CAS-number :;1,4,5,6,7,7-hexachloro bicyclo (2,2,1)-5-heptene-;0;0;0;0;0
544-76-3;n-Hexadecane;0;C16H34;0;0;0
920-66-1;1,1,1,3,3,3-hexafluoro-2-propanol;0;0;0;0;0
0;1-hydroxy-7-amino-3-naphthalene sulfonic acid;0;0;0;0;0
0;2-(2-hydroxy-3,5-di-tert-butyl phenyl)-5-chlorobenzotriazole;0;0;0;0;0
92-70-6;3-hydroxy-2-naphthoic acid;0;C11H8O3;0;0;0
0;3,3'-imidodipropanenitrile;0;0;0;0;0
0;Isobutyl-2-naphthyl-ether;0;0;0;0;0
108-80-5;Isocyanuric acid;0;C3H3N3O3;0;0;0
0;2-isopropyl-6-methyl-4-pyrimidinol;0;0;0;0;0
872-35-5;2-Mercapto imidazoline;0;C3H4N2S;0;0;0
2216-69-5;1-methoxynaphthalene;0;C11H10O;0;0;0
555-03-3;3-Methoxy nitrobenzene;0;C7H7NO3;0;0;0
121-00-6;4-methoxy-tert-butyl phenol;0;C11H16O2;0;0;0
579-10-2;N-Methylacetanilide;0;C9H11NO;0;0;0
10541-83-0;4-(methylamino)benzoic acid;0;0;0;0;0
606-28-0;Methyl-2-benzoyl benzoate;0;C15H12O3;0;0;0
110-00-9;Furan;0;C4H4O;0;0;0
13674-87-8;Fyrol FR-2;0;C9H15Cl6O4P;0;0;0
7440-55-3;Gallium;0;Ga;0;0;0
19902-04-6;GD-174;0;0;0;0;0
7440-56-4;Germanium;0;Ge;0;0;0
56-81-5;Glycerol;0;C3H8O3 C3H8O3;92.11;0;0
51569-12-1;Halowax;0;0;0;0;0
110-54-3;n-hexane;0;C6H14;0;0;0
1310-58-3;Potassium hydroxide;0;HKO;56.11;0;0
0;4-amino-m-toluenesulfonic acid;0;0;187.21;0;0
543-59-9;Amylchloride;0;CH3(CH2)3CH2Cl C5H11Cl;106.6;0;0
0;0;0;0;0;0;0
88-21-1;o-Anilinesulfonic acid;0;C6H7NO3S;0;0;0
121-47-1;m-Anilinesulfonic acid;0;C6H7NO3S;0;0;0
121-57-3;p-Anilinesulfonic acid;0;C6H7NO3S;191.2;Colourless crystals.;0
579-75-9;o-Anisic acid;0;C8H8O3;152.14;0;0
586-38-9;m-Anisic acid;0;C8H8O3;152.14;Colourless needles.;0
100-09-4;p-Anisic acid;0;C8H8O3;152.14;0;0
536-90-3;m-Anisidine;0;C7H9NO;123.15;0;0
191-26-4;Anthanthrene;0;C22H12;187.21;0;0
0;N-methylcarbamate-2-butylphenol;0;0;0;0;0
19438-60-9;4-methylcyclohexane-1,2-dicarboxylic anhydride;0;0;0;0;0
0;3-methyl-4-cyclohexene-1,2-dicarboxylic anhydride;0;0;0;0;0
0;4-methyl-4-cyclohexene-1,2-dicarboxylic anhydride;0;0;0;0;0
626-67-5;1-Methyl piperidine;0;C6H13N;0;0;0
99-71-8;4-(1-methylpropyl)phenol;0;C10H14O;0;0;0
0;alpha-methylstylene;0;0;0;0;0
616-44-4;3-Methyl thiophene;0;C5H6S;0;0;0
611-21-2;N-methyl-2-toluidine;0;C8H11N;0;0;0
696-44-6;N-Methyl-3-toluidine;0;C8H11N;0;0;0
CAS-number :;Mono sodium salt of 4-amino-5-hydroxy-2,7-naphthalene;0;0;0;0;0
0;2,6-naphthalene dicarboxylic acid;0;0;0;0;0
91-60-1;2-naphthalene thiol;0;C10H8S;0;0;0
134-32-7;1-Naphthylamine;0;C10H9N;0;0;0
94-52-0;5-nitrobenzimidazole;0;C7H5N3O2;0;0;0
121-92-6;3-Nitrobenzoic acid;0;C7H5NO4;0;0;0
0;3-nitro-4-cresol;0;0;0;0;0
5428-54-6;5-Nitro-2-cresol;0;C7H7NO3;0;0;0
603-11-2;3-Nitrophthalic acid;0;C8H5NO6;0;0;0
7722-84-1;Hydrogen peroxide * 90 %;0;H2O2;34.02;0;0
1843-05-6;4-octyloxy-2-hydroxybenzophenone;0;0;0;0;0
1806-26-4;4-Octylphenol;0;C14H22O;0;0;0
0;4-oxadiazolin-5-on;0;0;0;0;0
87-83-2;Pentabromotoluene;0;C7H3Br5;0;0;0
0;Pentachlorophenyl laurate;0;0;0;0;0
0;3-phenylcarbamoyl-2-hydroxynaphthalene;0;0;0;0;0
0;1-phenyl ethyl amine;0;0;0;0;0
0;4-phenyl phenol;0;0;0;0;0
0;Phtharonitrile;0;0;0;0;0
0;Phosphoric acid tris(1,3-dichloro-2-propyl;0;0;0;0;0
0;Pigment blue 15;0;0;0;0;0
0;Pigment green 7;0;0;0;0;0
0;Pigment orange 13;0;0;0;0;0
0;Pigment red 53;0;0;0;0;0
0;Pigment yellow 12;0;0;0;0;0
110-85-0;Piperazine;0;C4H10N2;0;0;0
CAS-number :;Poly oxyethylene-4-nonyl phenyl ether;0;0;0;0;0
0;Polyvinyl alcohol;0;0;0;0;0
0;Branched sodium alkyl (C10 ~ C15) benzenesulfonate  ;0;0;0;0;0
CAS-number :;Sodium chloro-N-(tetrachloro (2-phenoxyphenyl))-;0;0;0;0;0
0;Sodium diisopropylnaphthalene sulfonate;0;0;0;0;0
127-68-4;Sodium 3-nitrobenzene sulfonate;0;C6H5NO5S.Na;225.16;0;0
0;Sodium salt of 4-acetyl aminobenzenesulfonic acid;0;0;0;0;0
0;Sodium salt of butyl naphthalene sulfonic acid;0;0;0;0;0
13277-59-3;Nitric acid, dodecyl ester;0;C12H25NO3;231.38;0;0
0;Solvent Red 24;0;0;0;0;0
0;Sulfonic acid salt of naphthalene formaldehyde condensate;0;0;0;0;0
118-92-3;Anthranilic acid;"Dyes; drugs; perfumes; pharmaceuticals.";C7H7NO2;137.13;0;0
0;2-amino-5-guanidopentanoic acid;"Biochemical research; medicine; pharmaceuticals; natural";NH2C(NH)NH(CH2)3CH(NH2)COOH;174.21;0;0
0;Tetrachlorophthalimide;0;0;0;0;0
CAS-number :;Tetrasodium 2,4-bis(4-(4,8-disulfonate-2-naphthylazo)-;0;0;0;0;0
CAS-number :;Tetrasodium 4-amino-5-hydroxy-3,6-bis(4-(2-(oxysulfonyl-;0;0;0;0;0
0;2,9,16,23-tetrathiocyanate copper phthalocyanine;0;0;0;0;0
62-56-6;Thiourea;0;CH4N2S;0;0;0
70-55-3;4-Toluenesulfonamide;0;C7H9NO2S;0;0;0
7647-01-0;Hydrogen chloride;0;ClH;36.46;0;0
108-77-0;2,4,6-trichloro-1,3,5-triazine;0;C3Cl3N3;0;0;0
0;Tri-p-cumenyl phosphate;0;0;0;0;0
78-40-0;Triethyl phosphate;0;C6H15O4P;0;0;0
0;m-trifluoromethyl chlorobenzene;0;0;0;0;0
0;1,2,3-trimethylbenzene;0;0;0;0;0
0;Tri(alpha-methylbenzyl) phenol;0;0;0;0;0
0;1,5,5-trimethyl-2-cyclohexene-3-on;0;0;0;0;0
0;2,4,6-trimethyl phenol;0;0;0;0;0
0;4-vinyl-1-cyclohexene;0;0;0;0;0
100-43-6;4-Vinylpyridine;0;C7H7N;0;0;0
145-73-3;7-Oxabicyclo(2,2,1)heptane-2,3-dicarboxylic acid;"Herbicide; defoliant; desiccant; growth regulator.";C8H10O5;186.18;0;0
0;PCB Aroclor 1232;0;0;0;0;0
0;Arquad *;Corrosion inhibitors, emulsifiers, germicides and;0;0;0;0
0;2,2,4-trimethyl-1,3-pentanediol diisobutyrate;0;0;0;0;0
122-00-9;4-Methylacetophenone;0;C9H10O;0;0;0
0;Tris(2-ethylhexyl) benzene tricarboxylate;0;0;0;0;0
0;1,3,5-tris(2-hydroxy ethyl) isocyanuric acid;0;0;0;0;0
0;Vat Blue 1;0;0;0;0;0
7646-85-7;Zinc(II)chloride;"Dyes; mercerize cotton 2269; rubber; embalming; galvanizing";Cl2Zn;136.27;White crystal or deliquescent solution. ;100
0;Benzyl-p-xylene;0;0;0;0;0
0;Bis (tributyltin) phthalate;0;0;0;0;0
128-37-0;2,6-tert-butyl-4-cresol;0;C15H24O;0;0;0
294-62-2;Cyclododecane;0;C12H24;0;0;0
26898-17-9;Dibenzyl toluene;0;C21H20;0;0;0
0;3,5-di-tert-butylbiphenyl-4-ol;0;0;0;0;0
0;2,6-dicyclohexyl phenol;0;0;0;0;0
0;Diethyl biphenyl;0;0;0;0;0
57213-69-1;Garlon 3A;0;C7H4Cl3NO3.C6H15N;357.69;0;0
38640-62-9;Diisopropyl naphthalene;0;C16H20;0;0;0
101-81-5;Diphenyl methane;0;C13H12;0;0;0
84-51-5;2-Ethyl anthraquinone;0;C16H12O2;0;0;0
CAS-number :;N-(2-ethylhexyl)-1-isopropyl-4-methylbicyclo (2.2.2);0;0;0;0;0
36483-60-0;Hexabromo diphenyl ether;0;C12H4Br6O;0;0;0
0;4-(4-hexylphenyl)benzonitrile;0;0;0;0;0
0;Hydrogenated terphenyl;0;0;0;0;0
0;Isopropyldecaline;0;0;0;0;0
29253-36-9;Isopropylnaphthalene;0;C13H14;0;0;0
0;N-phenyl-1-naphthyl amine;0;0;0;0;0
0;Tributyltin laurate;0;0;0;0;0
0;Triisopropyl naphthalene;0;0;0;0;0
7787-71-5;Bromine trifluoride;0;BrF3;136.91;0;0
0;Polychlorinated naphthalene;0;0;0;0;0
0;2,4,6-tribromophenyl-(2-methyl-2,3-dibromopropyl) ether;0;0;0;0;0
0;2,4,6-tri-tert-butyl phenol;0;0;0;0;0
70-47-3;Asparagine;"Biochemical research; preparation of culture media; medicine.";NH2COCH2CH(NH2)COOH C4H8N2O3;132.13;0;0
56-84-8;Aspartic acid;Biochemical and clinical studies.;COOHCH2CH(NH2)COOH C4H7NO4;133.1;0;0
103-33-3;Azobenzene;"Manufacture of dyes and rubber accerlators; fumigant;";C12H10N2;182.23;Yellow or orange crystals.;0
77-47-4;Hexachlorocyclopentadiene;Intermediate in manufacturing resins, dyes, pesticides,;C5Cl6;272.75;Colourless liquid.;0
626-93-7;2-Hexanol;0;C6H14O;0;0;0
623-37-0;3-Hexanol;0;C6H14O;0;0;0
2446-69-7;p-Hexylphenol;0;C12H18O;0;0;0
1024-57-3;Heptachlor epoxide;0;0;0;0;0
28680-45-7;Heptachloronorbornene;0;C7H3Cl7;0;0;0
592-76-7;1-Heptene;0;C7H14;0;0;0
103-16-2;hydroquinonemonobenzylether;0;C13H12O2;0;0;0
0;hydroquinonemonosulfonate;0;0;0;0;0
1689-64-1;9-hydroxyfluorene;0;0;0;0;0
0;hydroxineaminesulfate;0;0;0;0;0
110-65-6;2-butyne-1,4-diol;0;C4H6O2;0;0;0
218-01-9;Chrysene;Chrysene is used in organic synthesis. ;C18H12 ;228.2;Crystals. ;0
20856-57-9;Imugan;fungicide;C9H7Cl5N2O;0;0;0
7646-79-9;Cobalt chloride;0;Cl2Co;0;0;0
110-19-0;Isobutylacetate;Solvent.;C6H12O2;0;0;0
0;isododecyldiphenylphosphate;0;0;0;0;0
53-70-3;Dibenz(a,h)anthracene;0;C22H14 C22H14;0;0;0
5835-26-7;Isopimaric acid;0;0;0;0;0
0;isopimarole;0;0;0;0;0
78-79-5;Isoprene;0;C5H8;0;0;760
67-63-0;Isopropanol;Solvent.;C3H8O;60.11;0;0
0;isopropylenthiocarbamate;0;0;0;0;0
108-21-4;Isopropylacetate;Solvent.;C5H10O2;0;0;0
112-85-6;Behenic acid;"Cosmetics; waxes, plasticizers; stabilizers.";CH3(CH2)20COOH C22H44O2;340.58;0;0
122-42-9;Isopropyl-N-phenylcarbamate;pesticide;C10H13NO2;0;0;0
103-82-2;Phenylethanoic acid;0;C8H8O2;0;0;0
50512-35-1;Isoprotiolane;0;0;0;0;0
60134-56-7;Juvabiol;0;0;0;0;0
17904-27-7;Juvabione;0;0;0;0;0
10124-36-4;Cadmiumsulfate;0;0;0;0;0
2023695;Potassium;0;K;0;0;0
7447-40-7;Potassium chloride;0;ClK;74.55;0;0
7757-79-1;Potassium nitrate;0;HNO3.K;0;0;0
7722-64-7;Potassium permanganate;0;HMnO4.K;0;0;0
7440-70-2;Calcium;0;Ca;0;0;0
225-11-6;Benz(a)acridine;0;C17H11N;229;0;0
82-05-3;Benzanthrone;Dyes.;C17H10O;230.27;Pale yellow needles.;0
0;m-benzenedisulfonic acid;0;0;0;0;0
98-11-3;Benzenesulfonic acid;0;C6H6O3S;158.17;0;0
98-09-9;Benzenesulfochloride;"Dye manufacturing (intermediate); accelerator in alkyl";C6H5ClO2S;176.62;0;0
92-87-5;Benzidine;"Organic synthesis; manufacture of dyes.";C12H12N2;184.23;Grayish-yellow, white or reddish gray crystalline powder.;0
531-85-1;Benzidinedihydrochloride;0;C12H12N2.2ClH;0;0;0
0;Benzo(a)chrysene;0;0;0;0;0
205-99-2;Benzo(b)fluoranthene;0;C20H12;252;0;0
0;0;0;0;0;0;0
207-08-9;Benzo(k)fluoranthene;0;C20H12;252.32;Colourless needles.;0
0;Benzo(g,h,i)fluoranthene;0;0;0;0;0
238-84-6;Benzo(a)fluorene;0;C17H12 ;216.28;0;0
30777-19-6;Benzo(b)fluorene;0;0;216.28;0;0
0;Benzo(c)fluorene;0;0;0;0;0
271-89-6;Benzofuran;0;C8H6O ;0;0;0
191-24-2;Benzo(ghi)perylene;Main constituent in the residues from coal hydrogenation.;C22H12;276.34;Large pale yellow-green plates.;0.0000001 
0;Benzo(c)phenanthrene;0;0;0;0;0
192-97-2;Benzo(e)pyrene;0;C20H12;252;0;0
0;Benzo(f)quinoline;0;0;179.22;0;0
0;Benzo(h)quinoline;0;0;179.22;0;0
0;o-benzoylbenzoic acid;0;0;226.22;0;0
140-29-4;Phenylacetonitrile;0;C8H7N;117.14;0;0.1 
103-29-7;Bibenzyl;Organic synthesis.;C14H14;182.27;0;0
366-18-7;2,2'-Bipyridine;Iron-chelating agent.;C10H8N2;156.19;0;0
6980-18-3;Kasugamycin;fungicide;0;0;0;0
53-96-3;2-Acetylaminofluorene;0;C15H13NO;0;0;0
78-95-5;Chloroacetone;0;C3H5ClO;0;0;0
89-98-5;2-Chlorobenzaldehyde;0;C7H5ClO;140.57;0;0
5138-90-9;p-Chlorobenzenesulfonic acid;0;C6H5ClO3S.Na;192.62;0;0
2698-41-1;o-Chlorobenzylidene malononitrile;0;C10H5ClN2;188.62;0;0
109-70-6;1-chloro-3-bromopropane;0;C3H6BrCl;157.45;0;0
97-00-7;1-chloro-2,4-dinitrobenzene;0;C6H3ClN2O4;0;0;0
75-00-3;Chloroethane;Solvent.;C2H5Cl;0;0;0
110-75-8;2-chloroethyl vinyl ether;0;C4H7ClO;0;0;0
118-90-1;2-Methylbenzoic acid;0;C8H8O2;0;0;0
64-02-8;Tetrasodium EDTA;General-purpose chelating agent.;C10H16N2O8.4Na;White powder, freely soluble in water.;White powder, freely soluble in water.;0
140-38-5;4-Chlorophenylurea;0;C7H7ClN2O;0;0;0
55-56-1;Chlorohexidine;0;C22H30Cl2N10;0;0;0
59-50-7;4-Chloro-3-methylphenol;"External germicide; preservative for glues, glums, inks,";C7H7ClO;142.6;Odourless crystals (when pure).;0
7778-80-5;Potassium sulfate;0;O4S.2K H2O4S.2K (EINECS);174.26;0;0
88-73-3;o-Chloronitrobenzene;0;C6H4ClNO2;157.56;Needles;0.03 
941-98-0;1-acetylnaphthalene;0;0;0;0;0
1836-77-7;Chloronitrophene;0;C12H6Cl3NO3;318.54;0;0
627-30-5;3-Chloro-1-propanol;0;C3H7ClO;0;0;0
2303-16-4;Diallate;A thiolcarbamate herbicide.;C10H17Cl2NOS;0;0;0
500-28-7;Chlorthion;insecticide;C8H9ClNO5PS;0;0;0
108-41-8;3-chlorotoluene;0;C7H7Cl;0;0;0
10599-90-3;Chloramine;0;ClH2N;0;0;0
122-79-2;Phenylacetate;0;C8H8O2;0;0;0
14816-18-3;Phoxim;Active ingredient in insecticides.;C12H15N2O3PS;Liquid (WSPREG 1993).;Liquid (WSPREG 1993).;0.000015 
1929-88-0;N-(2-benzothiazolyl)-N'-methylurea;0;0;White powder.;White powder.;0.00001 
119-93-7;3,3'-dimethylbenzidine;0;C14H16N2 ;212.32;0;0
108-60-1;bis-2-chloro-1-methylethylether;0;ClCH2CH(CH3)OCH(CH3)CH2Cl C6H12Cl2O;0;0;0
27156-22-5;bis(chloromethyl)naphthalene;0;C12H10Cl2;225.12;0;0
93-08-3;2-acetylnaphthalene;0;C12H10O;0;0;0
115-07-1;Propene;0;C3H6;42.09;0;0
507-70-0;Borneol;"Flotation agent; textile industry (wet processing of cotton,";C10H18O;154.25;White translucent lumps.;0
75-27-4;Bromodichloromethane;"Fire extinguisher fluid ingredient; solvent (fats, waxes,";CHBrCl2;163.8;Colourless liquid,;0
5847-59-6;2-Bromo-4-nitrophenol;0;0;0;0;0
591-20-8;3-Bromo-4-nitrophenol;0;C6H5BrO;0;0;0
0;3-bromophenol;0;0;173.02;0;0
106-97-8;n-butane;0;C4H10;58.14;Colourless gas.;1823
110-63-4;1,4-butanediol;0;(CH2CH2OH)2 C4H10O2;90.12;0;0
590-18-1;cis-2-butene;0;CH3CH=CHCH3 C4H8;56.1;0;0
624-64-6;trans-2-Butene;0;C4H8;56.1;0;760
625-38-7;3-Butenoic acid;0;C4H6O2;86.09;0;0
0;2-buten-1-ol;0;CH2OH-CH=CH-CH3;0;0;0
13952-84-6;sec-Butylamine;0;C4H11N;73.1;0;0
104-51-8;n-butylbenzene;"Organic synthesis; pesticide manufacturing: solvent for coating";C10H14;134.21;0;1
135-98-8;sec-Butylbenzene;0;C10H14;134.21;0;1.1 
98-06-6;tert-butylbenzene;0;C10H14;134.21;0;1.5 
124-17-4;Butylcarbitolacetate;0;C4H9OCH2CH2OCH2CH2OOCCH3 C10H20O4;0;0;0.04 
98-29-3;p-tert-butylcatechol;Polymerization inhibitor for styrene-butadiene and other;C10H14O2;166.22;White crystalline solid.;0.0028 
112-07-2;Butylcellosolveacetate;High boiling solvent for nitrocellulose lacquers, epoxy resins.;C4H9OCH2CH2OOCCH3 C8H16O3;Colourless liquid.;Colourless liquid.;0
0;Butylchloroacetate;0;C4H9OOCCH2Cl;0;0;0
0;2-tert-butyl-4,6-dinitrophenylacetate;Herbicide.;0;Pale yellow crystals.;Pale yellow crystals.;0
106-98-9;alpha-butylene;0;C4H8;56.1;0;400
106-88-7;1,2-butyleneoxide;0;C4H8O;72.1;0;0
592-84-7;n-Butylformate;0;HCOOC4H9 C5H10O2 (EINECS form);102.13;0;30
109-79-5;n-butylmercaptan;0;C4H10S;90.18;0;0
591-78-6;Butyl methyl ketone;Solvent.;C6H12O;100.2;Colourless liquid.;2
0;Butyloctylfumarate;Plasticizer.;C4H9OOC-CH=CHCOOC8H17;0;0;0
